39578.464132,39578.481678
39598.285937,39598.320347
39598.505463,39598.533762
39607.507755,39607.516667
39648.023102,39648.070498
39648.076181,39648.413738
39649.546192,39649.557928
39658.342361,39658.375081
39661.234525,39661.264838
39672.496933,39672.507697
39674.370069,39674.410139
39674.513681,39674.530139
39674.563032,39674.581343
39682.399225,39682.420498
39682.588530,39682.609109
39683.203819,39683.206412
39683.242604,39683.269965
39683.436991,39683.465949
39683.480718,39683.482037
39683.550012,39683.553252
39693.397280,39693.567963
39716.091562,39716.122106
39716.390949,39716.414398
39716.527095,39716.543102
39733.307211,39733.308762
39759.765324,39759.827720
39781.401944,39781.447037
39789.121400,39789.122674
39858.340984,39858.366262
40048.243449,40048.246898
40048.333669,40048.355648
40061.303044,40061.305451
40061.340139,40061.342292
40062.444838,40062.467998
40067.208727,40067.228125
40067.300394,40067.325069
