39194.066065,39194.141181
39194.356065,39194.386204
39204.250347,39204.613044
39205.150347,39205.240984
39205.222431,39205.240984
39205.305764,39205.495810
39206.053727,39206.071829
39206.416146,39206.602419
39207.077118,39207.126539
39207.297870,39207.504352
39207.554074,39207.576516
39208.375486,39208.377106
39209.115984,39209.509410
39219.530486,39219.556632
39222.045278,39222.131887
39222.304190,39222.325139
39222.359688,39222.421204
39222.494896,39222.526887
39233.378542,39233.392731
39235.164028,39235.176192
39247.430822,39247.462569
39263.081539,39263.378576
39299.242662,39299.379502
39311.412662,39311.418669
39329.951181,39330.004931
39333.197373,39333.208252
39348.046262,39348.063252
39348.074456,39348.157176
39348.322755,39348.348148
39352.613600,39352.617743
39374.476991,39374.513021
39410.591296,39410.595903
39411.416100,39411.431759
39411.534398,39411.542894
39414.386551,39414.429711
39446.159826,39446.241181
39447.122025,39447.176840
39447.366609,39447.609757
39459.112130,39459.148148
39473.484988,39473.487604
39486.145949,39486.160741
39486.360208,39486.543947
39510.085023,39510.139896
39510.689086,39510.698171
39510.837350,39511.288681
39511.711470,39512.178356
39512.726192,39512.730081
39513.196563,39513.201285
39513.687593,39513.744086
39513.760694,39513.766157
39514.107650,39514.117234
39514.201713,39514.205648
39514.218437,39514.261539
39514.729456,39514.744468
39515.011470,39515.039248
39515.043368,39515.083437
39515.267211,39515.280255
39516.655671,39516.661898
39516.751620,39516.769190
39522.366343,39522.393299
39535.581979,39535.583611
39560.261551,39560.270255
39563.205532,39563.215081
39568.518738,39568.523808
39573.292315,39573.334838
39575.305347,39575.345775
39578.464132,39578.481678
39598.285937,39598.320347
39598.505463,39598.533762
39607.507755,39607.516667
39648.023102,39648.070498
39648.076181,39648.413738
39683.203819,39683.206458
39683.242650,39683.269479
39683.436076,39683.465949
39683.480764,39683.482037
39683.550012,39683.553252
39685.012917,39685.437199
39716.091562,39716.122106
39716.390949,39716.414398
39716.527095,39716.543102
39733.307211,39733.308762
39759.765324,39759.827720
39781.401944,39781.447037
39789.121400,39789.122674
39800.430301,39800.456944
39800.624803,39800.638056
39814.570903,39814.581262
39820.127118,39820.128646
39858.340984,39858.366262
39905.412755,39905.451655
39905.538437,39905.544977
39950.224433,39950.391354
39951.496377,39951.510301
39952.153113,39952.172905
39952.175174,39952.578750
39953.161632,39953.190671
39953.546007,39953.553009
39953.564838,39953.594502
39954.063438,39954.076620
39954.204653,39954.212419
39954.292384,39954.387836
39954.406933,39954.418426
39954.423646,39954.449421
39955.061169,39955.077037
39960.292431,39960.325266
39960.538947,39960.555694
39975.125127,39975.129769
39975.131019,39975.175949
40029.505312,40029.525579
40041.337581,40041.341470
40043.495972,40043.514919
40048.098565,40048.355764
40050.504051,40050.521725
40061.353681,40061.370231
40064.509375,40064.523831
40071.503657,40071.521736
40078.504525,40078.523646
40128.503924,40128.511852
40159.111435,40159.457778
40171.113588,40171.496956
40185.485370,40185.502720
40188.958333,40189.665972
40190.958333,40191.665972
40191.958333,40192.665972
40195.958333,40196.665972
40196.958333,40197.665972
40197.958333,40198.665972
40198.958333,40199.665972
40199.958333,40200.665972
40202.958333,40203.665972
40203.958333,40204.665972
40204.958333,40205.665972
40205.958333,40206.665972
40206.958333,40207.665972
40208.572708,40208.586563
40209.916667,40210.665972
40211.916667,40212.665972
40212.916667,40213.665972
40220.958333,40221.665972
40223.958333,40224.665972
40228.958333,40229.665972
