39688.103542,39688.196551
39705.035058,39705.162998
39705.330637,39705.456007
39751.048877,39751.107847
39751.148345,39751.167940
39758.376759,39758.405231
39760.196146,39760.417211
39778.496528,39778.509144
39778.533472,39778.540567
39779.986771,39780.011597
39780.580613,39780.595313
39781.249329,39781.445475
39781.518912,39781.539745
39781.597859,39781.655417
39782.520220,39782.539780
39783.692778,39783.701169
39788.002813,39788.022778
39789.066759,39789.096042
39789.173727,39789.198565
39790.602037,39790.621424
39791.530544,39791.576725
