39193.134028,39193.193750
39193.381250,39193.417361
39193.476389,39193.506250
39193.581944,39193.609722
39193.626389,39193.630556
39207.252778,39207.255556
39232.486806,39232.493750
39569.224306,39569.304167
39569.381250,39569.465972
39569.572222,39569.593750
39571.447222,39571.478472
39572.224306,39572.304167
39577.582477,39577.611574
39578.068160,39578.107407
39578.224387,39578.606227
39580.044132,39580.085035
39582.419965,39582.463970
39583.029653,39583.089815
39584.438218,39584.476343
39584.564317,39584.604525
39585.083808,39585.110532
39585.241701,39585.606562
39586.098831,39586.278241
39591.402998,39591.437234
39591.523553,39591.566956
39594.040046,39594.081748
39594.546123,39594.578623
39596.426817,39596.440382
39598.590185,39598.617350
39600.510382,39600.558090
39601.468507,39601.526944
39602.034826,39602.079097
39609.054618,39609.079676
39614.089444,39614.106238
39614.175926,39614.202512
39614.283426,39614.320035
39615.050220,39615.086076
39615.481562,39615.540289
39621.092049,39621.115590
39621.367836,39621.431991
39622.057257,39622.079109
39626.564340,39626.598854
39630.566782,39630.593264
39631.061215,39631.088449
39631.575289,39631.596678
39632.424826,39632.440822
39632.514826,39632.545289
39633.061331,39633.085370
39633.544294,39633.578692
39634.200301,39634.238843
39634.480856,39634.507546
39635.276817,39635.317743
39635.449167,39635.472859
39635.585150,39635.608877
39636.024734,39636.060532
39636.161123,39636.283657
39636.350266,39636.361806
39637.540451,39637.568275
39639.545926,39639.572454
39639.981829,39640.026493
39646.546586,39646.567870
39647.070590,39647.097998
39647.515671,39647.537199
39648.195243,39648.227616
39648.293449,39648.318611
39658.533194,39658.560336
39660.518125,39660.535532
39661.045660,39661.070081
39665.482824,39665.492153
39665.531979,39665.568113
39666.465382,39666.486296
39669.287963,39669.298854
39675.205498,39675.272373
39675.427882,39675.470220
39675.539826,39675.573947
39677.522025,39677.556100
39680.028819,39680.096852
39680.360486,39680.429213
39685.500775,39685.534514
39685.583519,39685.611053
39687.074664,39687.095775
39687.523380,39687.544201
39689.117951,39689.134178
39689.477188,39689.495428
39692.074757,39692.093032
39696.386563,39696.421354
39696.517755,39696.549039
39697.128935,39697.170081
39697.199444,39697.221597
39697.243183,39697.247824
39697.298646,39697.302512
39697.337234,39697.387593
39697.397731,39697.414780
39697.427523,39697.476852
39698.150197,39698.170000
39700.557604,39700.577662
39702.055984,39702.129942
39702.543414,39702.563345
39704.260938,39704.304630
39704.444965,39704.514514
39706.326817,39706.358356
39706.404977,39706.435116
39708.058785,39708.105174
39710.429965,39710.454398
39711.261563,39711.276343
39711.427859,39711.443345
39712.282986,39712.311898
39713.562905,39713.579271
39714.063646,39714.081424
39714.536921,39714.554225
39715.070243,39715.095266
39715.284109,39715.314653
39715.446655,39715.477350
39718.484120,39718.501551
39719.540046,39719.556516
39722.058924,39722.340231
39723.032477,39723.223229
39723.288206,39723.403657
39724.039363,39724.265046
39724.316620,39724.401366
39725.082708,39725.271273
39725.328056,39725.514965
39726.047766,39726.070255
39726.077407,39726.155602
39728.437882,39728.469144
39728.566053,39728.588229
39729.071632,39729.109676
39729.505984,39729.525729
39730.060174,39730.079653
39731.506782,39731.524016
39732.453530,39732.533542
39733.066169,39733.103299
39733.284005,39733.329144
39733.447951,39733.489213
39733.556898,39733.568160
39735.490706,39735.505278
39736.080660,39736.100035
39736.535104,39736.549097
39737.061192,39737.086817
39738.529653,39738.548576
39740.076053,39740.457500
39741.059387,39741.088507
39743.428947,39743.455660
39743.505683,39743.530833
39744.067326,39744.091331
39745.562465,39745.577917
39746.144549,39746.166435
39746.339271,39746.358079
39746.977118,39747.007801
39747.212581,39747.226331
39747.249028,39747.274525
39750.351840,39750.369977
39750.522407,39750.525648
39750.585382,39750.620567
39751.071505,39751.102894
39751.249757,39751.298125
39751.357535,39751.369896
39751.480301,39751.497049
39753.351910,39753.447894
39753.479005,39753.504236
39755.069444,39755.092488
39756.478993,39756.493403
39757.089618,39757.107257
39762.547674,39762.565347
39763.076493,39763.096181
39763.519988,39763.549919
39764.093414,39764.099884
39764.521713,39764.535961
39765.008183,39765.029167
39765.482014,39765.495289
