39549.489502,39549.507558
39552.432269,39552.462986
39553.153125,39553.177894
39554.203171,39554.214826
39554.457894,39554.490255
39556.455880,39556.483299
39557.316667,39557.343148
39557.425891,39557.448553
39558.997824,39559.023889
39559.208738,39559.225903
39559.487269,39559.497396
39560.140509,39560.149699
39561.086806,39561.106250
39562.057697,39562.080579
39562.450324,39562.478472
39563.473611,39563.490243
39564.315972,39564.375694
39566.461227,39566.485116
39568.065810,39568.536296
39569.048414,39569.083333
39571.082396,39571.396169
39573.187442,39573.499109
39574.130741,39574.516134
39575.008403,39575.048738
39576.458090,39576.481748
39577.191076,39577.521470
39578.100799,39578.127025
39579.275775,39579.526238
39585.293449,39585.393310
39588.112326,39588.116412
39661.254965,39661.297650
